gene_id,T2_R2,T2_R3,T2_R4,T7_R1,T7_R2,T7_R4
XM_053622285.1,103,90,57,12,25,12
XM_053622286.1,995,1145,1785,63,87,80
XM_053622287.1,131,80,45,12,15,10
XM_053622288.1,0,0,0,0,0,0
XM_053622289.1,345,321,190,24,46,41
XM_053622290.1,941,1508,1717,320,393,465
XM_053622291.1,2,10,1,0,5,7
XM_053622292.1,1,1,0,0,0,0
XM_053622293.1,528,461,478,198,353,278
XM_053622294.1,2,13,3,1,0,0
XM_053622295.1,0,2,6,0,0,0
XM_053622296.1,2,4,2,0,1,1
XM_053622297.1,7,7,8,0,1,3
XM_053622298.1,17,3,7,0,1,1
XM_053622299.1,18,34,27,1,2,1
XM_053622300.1,16,21,11,0,1,1
XM_053622301.1,11,5,6,1,1,0
XM_053622302.1,0,1,3,2,0,3
XM_053622303.1,1,4,4,1,0,0
XM_053622304.1,3,4,1,0,0,0
XM_053622305.1,6,6,7,0,0,0
XM_053622306.1,3,2,1,0,0,2
XM_053622307.1,14,6,5,3,2,2
XM_053622308.1,1,1,3,0,0,0
XM_053622309.1,2,0,0,0,0,0
XM_053622310.1,2,3,4,0,0,1
XM_053622311.1,6,5,2,0,0,0
XM_053622312.1,481,859,441,191,182,242
XM_053622313.1,2,0,1,0,0,0
XM_053622314.1,0,3,1,0,0,0
XM_053622315.1,10,4,5,1,0,0
XM_053622316.1,9,8,12,2,3,0
XM_053622317.1,5,3,2,0,2,0
XM_053622318.1,7,2,0,0,0,0
XM_053622319.1,1,8,2,1,0,0
XM_053622320.1,6,8,5,1,0,0
XM_053622321.1,14,29,5,0,4,1
XM_053622322.1,48,79,33,12,6,12
XM_053622323.1,0,7,7,0,2,1
XM_053622324.1,1,0,4,0,0,0
XM_053622325.1,6,3,4,0,0,0
XM_053622326.1,26,14,17,0,1,0
XM_053622327.1,12,6,1,2,0,1
XM_053622328.1,4,1,0,2,0,0
XM_053622329.1,59,22,4,325,6,461
XM_053622330.1,3,7,2,0,3,0
XM_053622331.1,245,235,166,218,154,157
XM_053622332.1,1,2,0,0,0,0
XM_053622333.1,0,0,0,0,0,0
XM_053622334.1,6,0,0,0,1,0
XM_053622335.1,2,0,2,0,2,0
XM_053622336.1,388,492,502,545,463,460
XM_053622337.1,28,55,8,11,31,16
XM_053622338.1,3,20,56,24,22,17
XM_053622339.1,0,0,0,0,0,0
XM_053622340.1,34,84,135,79,62,69
XM_053622341.1,21,97,82,105,26,106
XM_053622342.1,28,97,103,78,101,93
XM_053622343.1,93,248,429,910,51,585
XM_053622344.1,0,1,0,0,2,0
XM_053622345.1,3,0,0,9,14,6
XM_053622346.1,33,39,24,107,142,66
XM_053622347.1,0,0,0,0,0,0
XM_053622348.1,0,4,4,0,2,0
XM_053622349.1,0,17,1,0,0,0
XM_053622350.1,0,0,0,0,0,0
XM_053622351.1,0,0,0,0,0,0
XM_053622352.1,0,2,1,1,0,0
XM_053622353.1,2,0,2,0,0,0
XM_053622354.1,3,3,0,1,1,0
XM_053622355.1,0,0,0,0,0,0
XM_053622356.1,39,27,18,11,0,6
XM_053622357.1,4,4,5,0,0,0
XM_053622358.1,9,4,25,6,0,5
XM_053622359.1,14,13,11,0,1,1
XM_053622360.1,25,25,9,3,1,4
XM_053622361.1,19,10,12,0,0,5
XM_053622362.1,10,21,12,1,4,1
XM_053622363.1,5,8,4,0,2,0
XM_053622364.1,1,0,5,1,0,0
XM_053622365.1,6,1,3,0,0,1
XM_053622366.1,0,0,0,0,0,0
XM_053622367.1,2,5,1,0,2,1
XM_053622368.1,0,6,5,0,0,0
XM_053622369.1,0,2,0,0,1,0
XM_053622370.1,3,3,4,14,16,23
XM_053622371.1,7,1,6,1,0,1
XM_053622372.1,30,19,9,21,1,1
XM_053622373.1,0,0,0,0,0,0
XM_053622374.1,11,5,0,1,0,0
XM_053622375.1,20,19,2,1,3,3
XM_053622376.1,11,13,20,2,6,2
XM_053622377.1,4,0,3,0,0,1
XM_053622378.1,0,0,0,0,0,0
XM_053622379.1,0,0,0,0,0,0
XM_053622380.1,0,0,0,0,0,0
XM_053622381.1,0,0,0,0,0,0
XM_053622382.1,4,0,1,0,0,0
XM_053622383.1,0,0,0,0,0,0
XM_053622384.1,143,60,74,241,70,196
XM_053622385.1,639,417,411,485,482,492
XM_053622386.1,0,0,0,0,0,0
XM_053622387.1,11,10,4,23,18,41
XM_053622388.1,17,20,44,2,0,1
XM_053622389.1,0,0,0,0,0,0
XM_053622390.1,0,0,0,0,0,0
XM_053622391.1,0,0,0,0,0,0
XM_053622392.1,0,0,0,0,0,0
XM_053622393.1,277,220,200,326,222,264
XM_053622394.1,275,158,165,160,143,152
XM_053622395.1,570,428,520,444,360,494
XM_053622396.1,1,4,0,1,0,4
XM_053622397.1,58,66,53,24,34,31
XM_053622398.1,0,1,1,4,0,0
XM_053622399.1,179,129,44,8,13,17
XM_053622400.1,2,0,2,2,1,0
XM_053622401.1,0,0,0,0,0,0
XM_053622402.1,0,0,0,0,0,0
XM_053622403.1,0,0,0,0,0,0
XM_053622404.1,0,0,0,3,1,0
XM_053622405.1,0,0,0,0,0,0
XM_053622406.1,0,0,0,0,0,0
XM_053622407.1,0,0,0,0,0,0
XM_053622408.1,0,9,4,0,1,3
XM_053622409.1,0,0,0,0,0,0
XM_053622410.1,0,0,0,0,0,0
XM_053622411.1,122,99,72,66,124,61
XM_053622412.1,15,2,3,10,12,15
XM_053622413.1,0,0,0,0,0,0
XM_053622414.1,0,1,2,0,0,0
XM_053622415.1,0,0,0,0,0,0
XM_053622416.1,0,0,0,0,0,0
XM_053622417.1,0,0,0,0,0,0
XM_053622418.1,2,2,1,3,7,1
XM_053622419.1,0,0,0,0,0,0
XM_053622420.1,0,0,0,5,1,0
XM_053622421.1,0,0,0,0,1,0
XM_053622422.1,0,0,0,0,0,0
XM_053622423.1,0,0,0,0,0,0
XM_053622424.1,36,45,42,31,23,25
XM_053622425.1,2,2,1,0,3,0
XM_053622426.1,0,0,0,0,0,0
XM_053622427.1,0,0,0,0,0,0
XM_053622428.1,260,456,1265,207,145,132
XM_053622429.1,14,12,6,3,4,1
XM_053622430.1,21,12,15,0,4,2
XM_053622431.1,23,34,24,47,70,69
XM_053622432.1,53,28,8,1225,1323,1601
XM_053622433.1,350,245,303,232,193,205
XM_053622434.1,305,261,399,349,215,246
XM_053622435.1,0,0,0,0,0,0
XM_053622436.1,0,3,4,0,0,0
XM_053622437.1,0,0,0,0,0,0
XM_053622438.1,314,337,301,383,287,353
XM_053622439.1,0,0,0,0,0,0
XM_053622440.1,0,0,0,0,0,0
XM_053622441.1,0,0,0,0,0,0
XM_053622442.1,0,0,0,0,0,0
XM_053622443.1,0,0,0,0,0,0
XM_053622444.1,0,0,0,0,0,0
XM_053622445.1,0,0,0,0,0,0
XM_053622446.1,50,57,25,42,48,38
XM_053622447.1,0,0,0,0,0,0
XM_053622448.1,0,0,0,0,0,0
XM_053622449.1,0,0,0,0,0,0
XM_053622450.1,0,0,0,0,0,0
XM_053622451.1,0,0,0,0,0,0
XM_053622452.1,0,0,0,0,0,0
XM_053622453.1,0,0,0,0,0,0
XM_053622454.1,44,42,53,37,49,29
XM_053622455.1,18,5,5,30,18,31
XM_053622456.1,0,0,0,0,0,0
XM_053622457.1,24,25,27,24,40,35
XM_053622458.1,0,0,0,0,0,0
XM_053622459.1,779,644,664,313,409,294
XM_053622460.1,32,29,28,7,26,17
XM_053622461.1,5,20,1,0,0,1
XM_053622462.1,3,4,0,0,0,0
XM_053622463.1,295,350,171,75,48,93
XM_053622464.1,0,1,1,2,0,0
XM_053622465.1,0,0,0,0,0,0
XM_053622466.1,507,378,338,459,531,377
XM_053622467.1,17,6,16,10,19,29
XM_053622468.1,0,0,0,0,0,0
XM_053622469.1,0,0,0,0,0,0
XM_053622470.1,0,0,0,0,0,0
XM_053622471.1,0,0,0,0,0,0
XM_053622472.1,91,55,59,24,39,21
XM_053622473.1,665,610,581,505,618,689
XM_053622474.1,0,0,0,0,0,0
XM_053622475.1,0,0,0,0,0,0
XM_053622476.1,0,0,0,0,0,0
XM_053622477.1,0,0,0,0,0,0
XM_053622478.1,0,0,0,0,0,0
XM_053622479.1,0,0,0,0,0,0
XM_053622480.1,1097,930,804,838,835,1037
XM_053622481.1,23,25,12,497,451,699
XM_053622482.1,1308,1004,1028,598,624,741
XM_053622483.1,0,0,0,0,0,0
XM_053622484.1,47,101,138,31,28,20
XM_053622485.1,0,0,0,0,0,0
XM_053622486.1,42,61,53,93,14,9
XM_053622487.1,0,0,0,0,0,0
XM_053622488.1,0,0,0,0,0,0
XM_053622489.1,0,0,0,0,0,0
XM_053622490.1,16,7,1,0,2,0
XM_053622491.1,0,0,0,0,0,0
XM_053622492.1,0,0,0,0,0,0
XM_053622493.1,0,0,0,0,0,0
XM_053622494.1,0,0,0,0,0,0
XM_053622495.1,2,0,4,0,0,0
XM_053622496.1,5,5,4,0,0,0
XM_053622497.1,6,10,7,5,2,3
XM_053622498.1,119,156,109,64,33,50
XM_053622499.1,0,0,2,0,2,0
XM_053622500.1,0,0,0,0,0,0
XM_053622501.1,127,85,61,50,49,35
XM_053622502.1,1714,1525,1424,1599,1466,2006
XM_053622503.1,0,0,0,0,0,0
XM_053622504.1,0,0,0,0,0,1
XM_053622505.1,195,107,109,42,79,54
XM_053622506.1,0,0,0,0,0,0
XM_053622507.1,0,0,0,0,0,0
XM_053622508.1,0,0,0,0,0,0
XM_053622509.1,0,0,0,0,0,0
XM_053622510.1,0,0,0,0,0,0
XM_053622511.1,0,1,0,10,10,15
XM_053622512.1,0,0,0,0,0,0
XM_053622513.1,6,17,29,5,6,14
XM_053622514.1,6,2,6,2,6,5
XM_053622515.1,5,6,5,3,4,0
XM_053622516.1,26,23,30,17,27,22
XM_053622517.1,168,228,209,143,189,234
XM_053622518.1,281,196,145,439,391,343
XM_053622519.1,0,3,0,0,0,2
XM_053622520.1,0,0,0,0,0,0
XM_053622521.1,140,77,125,228,187,196
XM_053622522.1,24,43,46,67,40,52
XM_053622523.1,1,2,4,2,0,0
XM_053622524.1,7,16,32,47,12,11
XM_053622525.1,35,34,10,661,712,948
XM_053622526.1,4,3,1,3,2,2
XM_053622527.1,1,1,1,3,4,4
XM_053622528.1,0,0,0,0,0,0
XM_053622529.1,0,0,0,0,0,0
XM_053622530.1,0,0,0,0,0,0
XM_053622531.1,27,39,30,709,472,806
XM_053622532.1,646,635,535,569,608,580
XM_053622533.1,0,0,0,0,0,0
XM_053622534.1,0,0,0,0,0,0
XM_053622535.1,11,16,5,0,7,8
XM_053622536.1,388,399,400,438,354,477
XM_053622537.1,53,120,90,59,57,50
XM_053622538.1,0,0,0,0,0,0
XM_053622539.1,1,3,3,2,3,3
XM_053622540.1,0,0,0,0,0,0
XM_053622541.1,0,0,0,0,0,0
XM_053622542.1,0,0,0,0,0,0
XM_053622543.1,0,0,0,0,0,0
XM_053622544.1,0,0,0,0,0,0
XM_053622545.1,0,5,3,21,23,31
XM_053622546.1,1,4,0,0,0,1
XM_053622547.1,187,199,119,212,137,134
XM_053622548.1,0,0,0,0,0,0
XM_053622549.1,0,0,0,0,0,0
XM_053622550.1,3,7,8,0,3,0
XM_053622551.1,5,3,3,0,1,0
XM_053622552.1,80,55,44,40,12,17
XM_053622553.1,253,239,264,161,169,173
XM_053622554.1,475,392,356,464,393,541
XM_053622555.1,751,540,487,260,227,210
XM_053622556.1,0,0,0,0,0,0
XM_053622557.1,0,0,2,0,0,0
XM_053622558.1,0,0,0,0,0,0
XM_053622559.1,18,12,7,14,19,14
XM_053622560.1,0,0,0,1,0,0
XM_053622561.1,0,0,0,0,0,0
XM_053622562.1,0,0,0,0,0,0
XM_053622563.1,173,150,96,207,131,171
XM_053622564.1,94,162,66,12,10,13
XM_053622565.1,0,0,0,0,0,0
XM_053622566.1,53,71,73,63,108,79
XM_053622567.1,336,289,376,266,375,282
XM_053622568.1,952,720,785,998,831,955
XM_053622569.1,0,13,4,2,1,0
XM_053622570.1,3,0,3,0,1,1
XM_053622571.1,0,0,0,0,0,0
XM_053622572.1,0,0,0,0,0,0
XM_053622573.1,0,0,0,0,0,0
XM_053622574.1,0,0,0,0,0,0
XM_053622575.1,0,0,0,0,0,0
XM_053622576.1,0,0,0,0,0,0
XM_053622577.1,213,183,148,74,98,70
XM_053622578.1,0,0,0,0,0,0
XM_053622579.1,2,1,8,1,0,0
XM_053622580.1,62,32,35,49,6,27
XM_053622581.1,621,480,539,886,792,706
XM_053622582.1,0,0,0,0,0,0
XM_053622583.1,0,0,0,0,0,0
XM_053622584.1,10,10,12,3,2,3
XM_053622585.1,9,17,9,0,0,7
XM_053622586.1,0,0,0,0,0,0
XM_053622587.1,0,0,0,0,0,0
XM_053622588.1,0,0,0,0,0,0
XM_053622589.1,0,0,0,0,0,0
XM_053622590.1,0,0,0,0,0,0
XM_053622591.1,8,28,34,11,2,6
XM_053622592.1,100,80,78,41,48,68
XM_053622593.1,0,0,0,0,0,0
XM_053622594.1,0,4,0,3,0,0
XM_053622595.1,148,97,90,55,29,35
XM_053622596.1,56,87,59,3,18,8
XM_053622597.1,0,0,0,0,0,0
XM_053622598.1,24,14,17,17,12,13
XM_053622599.1,13,14,4,2,12,8
XM_053622600.1,18,20,6,4,26,11
XM_053622601.1,9,19,5,2,12,1
XM_053622602.1,0,0,0,0,0,0
XM_053622603.1,0,0,0,0,0,0
XM_053622604.1,23,13,12,24,30,16
XM_053622605.1,0,0,0,0,0,0
XM_053622606.1,0,0,0,0,0,0
XM_053622607.1,145,108,49,65,81,74
XM_053622608.1,20,24,31,14,12,15
XM_053622609.1,594,481,414,306,385,399
XM_053622610.1,55,63,31,17,17,16
XM_053622611.1,21,7,9,23,10,19
XM_053622612.1,17,16,18,25,15,13
XM_053622613.1,186,83,38,87,83,73
XM_053622614.1,28,53,23,6,6,6
XM_053622615.1,0,0,0,0,0,0
XM_053622616.1,0,0,0,0,0,0
XM_053622617.1,244,280,161,176,228,207
XM_053622618.1,1,4,5,2,1,1
XM_053622619.1,0,0,0,0,0,0
XM_053622620.1,0,0,0,0,0,0
XM_053622621.1,0,0,0,0,0,0
XM_053622622.1,172,157,212,98,56,72
XM_053622623.1,2,1,0,1,0,0
XM_053622624.1,0,0,0,0,0,0
XM_053622625.1,0,0,0,0,0,0
XM_053622626.1,41,70,160,114,50,100
XM_053622627.1,11,11,18,18,13,11
XM_053622628.1,34,15,16,44,57,36
XM_053622629.1,2,4,3,12,18,11
XM_053622630.1,0,0,0,0,0,0
XM_053622631.1,3,6,1,0,2,0
XM_053622632.1,134,139,76,16,19,23
XM_053622633.1,21,14,125,39,24,38
XM_053622634.1,0,0,0,0,0,0
XM_053622635.1,0,0,0,0,0,0
XM_053622636.1,0,0,0,0,0,0
XM_053622637.1,2,1,1,1,1,1
XM_053622638.1,0,0,0,0,0,0
XM_053622639.1,0,0,0,0,0,0
XM_053622640.1,0,0,0,0,0,0
XM_053622641.1,47,45,26,31,29,38
XM_053622642.1,0,0,0,0,0,0
XM_053622643.1,0,0,0,0,0,0
XM_053622644.1,9,3,4,10,5,7
XM_053622645.1,38,40,23,13,10,20
XM_053622646.1,0,0,0,0,0,0
XM_053622647.1,78,85,52,58,62,28
XM_053622648.1,0,0,0,0,0,0
XM_053622649.1,22,43,24,3,19,18
XM_053622650.1,24,27,5,74,76,86
XM_053622651.1,0,0,0,0,0,0
XM_053622652.1,0,0,1,0,0,3
XM_053622653.1,17,24,25,7,4,12
XM_053622654.1,0,0,0,0,0,0
XM_053622655.1,0,0,0,0,0,0
XM_053622656.1,0,0,0,0,0,0
XM_053622657.1,0,0,0,0,0,0
XM_053622658.1,0,0,0,0,0,0
XM_053622659.1,486,272,261,534,471,523
XM_053622660.1,289,236,184,1927,1758,2473
XM_053622661.1,260,248,201,258,150,213
XM_053622662.1,0,0,0,1,0,0
XM_053622663.1,119,91,37,29,29,34
XM_053622664.1,0,0,0,2,1,4
XM_053622665.1,0,0,0,0,0,0
XM_053622666.1,0,0,0,0,2,1
XM_053622667.1,175,163,124,87,94,126
XM_053622668.1,12,5,0,8,7,7
XM_053622669.1,194,184,55,55,34,38
XM_053622670.1,183,244,279,37,32,45
XM_053622671.1,17,31,33,3,2,9
XM_053622672.1,0,0,0,0,0,0
XM_053622673.1,0,0,0,0,0,0
XM_053622674.1,0,0,0,0,0,0
XM_053622675.1,0,0,0,0,0,0
XM_053622676.1,0,0,0,0,0,0
XM_053622677.1,132,102,98,194,207,218
XM_053622678.1,7,0,3,5,14,23
XM_053622679.1,0,0,0,0,0,0
XM_053622680.1,4,6,6,7,16,13
XM_053622681.1,0,0,0,0,0,0
XM_053622682.1,84,68,51,30,37,50
XM_053622683.1,0,0,0,0,4,0
XM_053622684.1,0,0,0,0,0,0
XM_053622685.1,0,0,0,0,0,0
XM_053622686.1,0,0,0,0,0,0
XM_053622687.1,285,363,188,174,129,188
XM_053622688.1,8,10,2,15,1,7
XM_053622689.1,4172,5084,3560,4916,3395,4536
XM_053622690.1,30,49,15,662,716,994
XM_053622691.1,0,0,0,0,0,0
XM_053622692.1,0,0,0,0,0,0
XM_053622693.1,0,0,0,0,0,0
XM_053622694.1,4,0,2,16,15,18
XM_053622695.1,0,0,0,0,0,0
XM_053622696.1,90,122,71,17,19,15
XM_053622697.1,0,0,0,0,0,0
XM_053622698.1,0,0,0,0,0,0
XM_053622699.1,3,5,2,0,1,0
XM_053622700.1,0,0,0,0,0,0
XM_053622701.1,0,0,0,0,0,0
XM_053622702.1,0,0,0,0,0,0
XM_053622703.1,0,0,0,0,0,0
XM_053622704.1,586,607,707,144,112,138
XM_053622705.1,0,16,8,0,2,0
XM_053622706.1,0,0,0,0,0,0
XM_053622707.1,16,36,29,3,2,5
XM_053622708.1,6,13,5,6,5,4
XM_053622709.1,0,0,1,0,0,0
XM_053622710.1,190,172,236,205,204,228
XM_053622711.1,0,0,0,0,0,2
XM_053622712.1,0,0,0,0,0,0
XM_053622713.1,583,668,594,555,472,495
XM_053622714.1,204,251,230,181,146,154
XM_053622715.1,0,0,0,0,0,0
XM_053622716.1,1087,958,736,342,259,341
XM_053622717.1,521,273,369,290,299,337
XM_053622718.1,7,4,3,31,17,21
XM_053622719.1,0,0,0,0,0,1
XM_053622720.1,0,0,0,0,0,0
XM_053622721.1,0,2,1,0,0,0
XM_053622722.1,0,0,0,0,1,0
XM_053622723.1,3,1,0,0,0,0
XM_053622724.1,0,0,0,0,0,0
XM_053622725.1,0,0,0,0,0,0
XM_053622726.1,17,15,16,55,50,51
XM_053622727.1,8,8,6,19,27,23
XM_053622728.1,0,0,0,0,0,0
XM_053622729.1,0,0,0,0,0,0
XM_053622730.1,0,0,0,0,0,0
XM_053622731.1,0,0,0,0,0,0
XM_053622732.1,287,215,224,250,162,170
XM_053622733.1,4,3,0,3,3,2
XM_053622734.1,0,4,0,1,9,1
XM_053622735.1,1266,1084,914,883,970,846
XM_053622736.1,23,26,13,3,6,7
XM_053622737.1,0,0,1,0,0,2
XM_053622738.1,250,281,135,747,660,681
XM_053622739.1,0,0,0,0,0,0
XM_053622740.1,0,0,0,0,0,0
XM_053622741.1,0,0,0,0,0,0
XM_053622742.1,0,0,0,0,0,0
XM_053622743.1,0,0,0,0,0,0
XM_053622744.1,0,0,0,0,0,0
XM_053622745.1,105,92,31,522,414,645
XM_053622746.1,0,0,0,0,0,0
XM_053622747.1,0,0,0,0,0,0
XM_053622748.1,0,0,0,0,0,0
XM_053622749.1,0,0,0,0,0,0
XM_053622750.1,1,0,1,1,0,0
XM_053622751.1,0,0,0,0,0,0
XM_053622752.1,0,0,0,0,0,0
XM_053622753.1,0,0,0,0,0,0
XM_053622754.1,0,0,0,0,0,0
XM_053622755.1,0,0,0,0,0,0
XM_053622756.1,15,18,21,8,7,12
XM_053622757.1,0,0,0,1,0,0
XM_053622758.1,0,0,0,0,0,0
XM_053622759.1,31,40,26,21,30,64
XM_053622760.1,0,1,0,0,1,0
XM_053622761.1,0,0,0,0,0,0
XM_053622762.1,0,0,0,0,0,0
XM_053622763.1,893,867,662,496,353,341
XM_053622764.1,0,0,0,0,0,0
XM_053622765.1,178,133,218,130,117,140
XM_053622766.1,1393,1031,1325,2448,2780,2811
XM_053622767.1,648,617,420,326,238,302
XM_053622768.1,11,16,22,3,4,9
XM_053622769.1,52,95,227,128,212,191
XM_053622770.1,0,0,0,0,0,0
XM_053622771.1,0,0,0,0,0,0
XM_053622772.1,0,0,0,0,0,0
XM_053622773.1,0,0,0,0,0,0
XM_053622774.1,0,0,0,0,0,0
XM_053622775.1,7,11,8,4,3,4
XM_053622776.1,0,0,0,0,0,0
XM_053622777.1,0,1,0,2,16,13
XM_053622778.1,0,0,0,0,0,0
XM_053622779.1,0,0,0,0,0,0
XM_053622780.1,105,89,95,97,123,128
XM_053622781.1,32,39,21,56,56,43
XM_053622782.1,149,114,100,73,63,66
XM_053622783.1,11,6,9,31,5,7
XM_053622784.1,0,0,0,0,0,0
XM_053622785.1,0,0,0,0,0,0
XM_053622786.1,0,0,0,0,0,0
XM_053622787.1,0,0,0,0,0,0
XM_053622788.1,188,178,122,364,74,260
XM_053622789.1,3,8,4,5,2,10
XM_053622790.1,0,0,2,2,0,2
XM_053622791.1,0,0,0,0,0,0
XM_053622792.1,22,28,14,10,6,8
XM_053622793.1,9,9,12,2,1,1
XM_053622794.1,0,1,0,1,0,0
XM_053622795.1,0,4,1,0,0,0
XM_053622796.1,0,0,0,0,0,0
XM_053622797.1,3,4,2,13,7,3
XM_053622798.1,0,0,0,0,0,0
XM_053622799.1,16,59,16,0,10,14
XM_053622800.1,7832,7437,5476,2207,2460,1844
XM_053622801.1,5,0,3,0,7,1
XM_053622802.1,5,5,2,3,0,2
XM_053622803.1,973,776,702,1841,1806,1882
XM_053622804.1,94,143,70,25,22,23
XM_053622805.1,2,2,3,0,1,2
XM_053622806.1,10,11,13,10,13,5
XM_053622807.1,0,0,2,3,0,0
XM_053622808.1,0,0,0,0,0,0
XM_053622809.1,0,0,1,0,0,0
XM_053622810.1,0,0,0,0,0,0
XM_053622811.1,1,0,5,6,4,11
XM_053622812.1,533,505,364,209,145,161
XM_053622813.1,19,8,14,27,36,29
XM_053622814.1,1,3,6,5,4,11
XM_053622815.1,227,196,91,90,119,90
XM_053622816.1,0,1,0,0,0,0
XM_053622817.1,0,0,0,0,0,0
XM_053622818.1,0,0,0,0,0,0
XM_053622819.1,64,135,99,55,68,75
XM_053622820.1,0,0,0,0,0,0
XM_053622821.1,0,0,0,0,0,0
XM_053622822.1,0,0,0,0,0,0
XM_053622823.1,0,0,0,0,0,0
XM_053622824.1,0,0,0,0,0,0
XM_053622825.1,0,0,0,0,0,0
XM_053622826.1,0,0,0,0,0,0
XM_053622827.1,0,0,0,0,0,0
XM_053622828.1,0,0,0,0,0,0
XM_053622829.1,212,284,151,124,150,142
XM_053622830.1,9,34,30,9,14,21
XM_053622831.1,126,135,88,71,113,93
XM_053622832.1,16,12,17,4,15,11
XM_053622833.1,2,4,7,9,9,1
XM_053622834.1,211,219,157,150,208,134
XM_053622835.1,40,31,31,30,26,40
XM_053622836.1,0,0,4,1,0,0
XM_053622837.1,245,187,191,127,186,155
XM_053622838.1,2,5,0,1,0,2
XM_053622839.1,0,0,0,0,0,0
XM_053622840.1,53,48,41,62,64,52
XM_053622841.1,0,0,0,0,0,0
XM_053622842.1,178,112,113,98,128,68
XM_053622843.1,535,442,343,158,134,145
XM_053622844.1,0,0,0,0,0,0
XM_053622845.1,0,0,0,0,0,0
XM_053622846.1,2,2,1,0,2,2
XM_053622847.1,13,3,6,6,9,8
XM_053622848.1,246,214,201,271,240,219
XM_053622849.1,24,27,23,6,16,11
XM_053622850.1,40,44,41,12,8,14
XM_053622851.1,1,0,3,3,2,1
XM_053622852.1,0,0,0,0,0,0
XM_053622853.1,23,20,26,3,5,4
XM_053622854.1,48,53,27,5,12,2
XM_053622855.1,720,615,448,676,465,758
XM_053622856.1,0,0,0,0,0,0
XM_053622857.1,481,438,457,268,315,319
XM_053622858.1,16,18,10,16,19,40
XM_053622859.1,325,283,204,116,74,87
XM_053622860.1,0,0,0,0,0,0
XM_053622861.1,0,0,0,0,0,0
XM_053622862.1,0,0,0,0,0,0
XM_053622863.1,0,0,0,0,0,0
XM_053622864.1,111,86,80,140,108,141
XM_053622865.1,0,0,0,0,0,0
XM_053622866.1,0,0,0,0,0,0
XM_053622867.1,0,0,0,0,0,0
XM_053622868.1,3,3,0,0,0,0
XM_053622869.1,2,0,1,0,0,0
XM_053622870.1,0,0,0,0,0,0
XM_053622871.1,41,78,43,1,4,6
XM_053622872.1,0,0,0,0,0,0
XM_053622873.1,0,0,0,0,0,0
XM_053622874.1,0,0,0,0,0,0
XM_053622875.1,604,468,296,44,66,47
XM_053622876.1,71,107,56,22,47,37
XM_053622877.1,13,10,12,0,0,2
XM_053622878.1,49,28,16,6,5,14
XM_053622879.1,16,16,10,7,16,8
XM_053622880.1,0,4,5,2,5,4
XM_053622881.1,60,42,32,43,30,25
XM_053622882.1,0,1,0,0,0,0
XM_053622883.1,0,0,0,0,0,0
XM_053622884.1,0,0,0,0,0,0
XM_053622885.1,0,0,0,0,0,0
XM_053622886.1,0,0,0,0,0,0
XM_053622887.1,621,498,423,278,259,327
XM_053622888.1,0,0,0,0,0,0
XM_053622889.1,0,0,0,0,0,0
XM_053622890.1,0,0,0,0,0,0
XM_053622891.1,0,0,0,0,0,0
XM_053622892.1,356,297,253,752,428,597
XM_053622893.1,0,0,0,0,0,0
XM_053622894.1,0,0,0,0,0,0
XM_053622895.1,2,8,1,15,9,11
XM_053622896.1,0,0,1,0,1,0
XM_053622897.1,10,9,8,1,0,2
XM_053622898.1,420,299,286,330,354,300
XM_053622899.1,59,35,77,15,13,23
XM_053622900.1,0,0,0,0,0,0
XM_053622901.1,0,0,0,0,0,0
XM_053622902.1,0,0,0,0,0,0
XM_053622903.1,5,27,19,8,3,3
XM_053622904.1,0,0,0,0,0,0
XM_053622905.1,0,0,0,0,0,0
XM_053622906.1,0,0,0,0,0,0
XM_053622907.1,0,0,0,0,0,0
XM_053622908.1,14,8,20,11,6,5
XM_053622909.1,9,9,9,3,1,2
XM_053622910.1,0,0,0,0,0,0
XM_053622911.1,0,0,0,0,0,0
XM_053622912.1,0,0,0,0,0,0
XM_053622913.1,0,0,0,0,0,0
XM_053622914.1,0,0,0,0,0,0
XM_053622915.1,3,3,0,0,0,0
XM_053622916.1,11,9,7,2,4,5
XM_053622917.1,0,0,0,0,0,0
XM_053622918.1,0,0,0,0,0,0
XM_053622919.1,0,0,0,0,0,0
XM_053622920.1,24,20,16,121,93,90
XM_053622921.1,0,0,0,0,0,0
XM_053622922.1,0,0,0,0,0,0
XM_053622923.1,0,0,0,0,0,0
XM_053622924.1,0,0,0,0,0,0
XM_053622925.1,128,103,80,87,40,56
XM_053622926.1,7,3,2,10,9,0
XM_053622927.1,9,3,3,9,3,6
XM_053622928.1,6,8,7,15,4,11
XM_053622929.1,0,0,0,0,0,0
XM_053622930.1,0,0,0,0,0,0
XM_053622931.1,0,0,0,0,0,0
XM_053622932.1,0,0,0,0,0,0
XM_053622933.1,0,0,0,0,0,0
XM_053622934.1,23,42,34,19,14,9
XM_053622935.1,0,0,0,0,0,0
XM_053622936.1,0,0,0,0,0,0
XM_053622937.1,307,298,235,115,196,108
XM_053622938.1,1,0,2,1,4,0
XM_053622939.1,3,0,0,0,3,0
XM_053622940.1,0,0,0,0,0,0
XM_053622941.1,0,0,0,0,0,0
XM_053622942.1,0,0,0,1,5,6
XM_053622943.1,0,0,0,0,0,0
XM_053622944.1,6,0,0,76,60,109
XM_053622945.1,0,0,0,0,0,0
XM_053622946.1,0,0,0,0,0,0
