gene_id,T2_R2,T2_R3,T2_R4,T7_R1,T7_R2,T7_R4
XM_053630677.1,131,115,178,127,118,110
XM_053630678.1,775,584,532,531,376,551
XM_053630679.1,6,5,4,2,0,0
XM_053630680.1,3,5,20,3,10,0
XM_053630681.1,1,0,0,10,9,14
XM_053630682.1,13,15,7,7,2,11
XM_053630683.1,7,15,3,1,9,8
XM_053630684.1,11,15,6,0,3,1
XM_053630685.1,97,115,88,80,126,91
XM_053630686.1,83,154,108,45,18,35
XM_053630687.1,4,3,8,3,4,4
XM_053630688.1,3,17,8,3,4,0
XM_053630689.1,0,4,6,4,0,1
XM_053630690.1,1956,1165,633,1005,1090,982
XM_053630691.1,23,38,11,18,38,23
XM_053630692.1,24,17,1,9,1,0
XM_053630693.1,46,55,41,6,18,18
XM_053630694.1,213,218,105,27,22,23
XM_053630695.1,34,43,24,10,3,3
XM_053630696.1,70,104,85,21,23,18
XM_053630697.1,0,1,3,1,0,0
XM_053630698.1,7,10,11,4,0,3
XM_053630699.1,12,9,10,75,92,110
XM_053630700.1,5,4,5,4,3,3
XM_053630701.1,0,0,0,0,0,0
XM_053630702.1,6,7,3,294,231,268
XM_053630703.1,0,0,0,0,0,0
XM_053630704.1,1607,1370,1124,634,577,548
XM_053630705.1,0,0,0,0,0,0
XM_053630706.1,3,9,0,0,0,1
XM_053630707.1,0,0,0,0,0,0
XM_053630708.1,0,0,0,0,0,0
XM_053630709.1,0,0,0,0,0,0
XM_053630710.1,7,2,3,1,0,1
XM_053630711.1,5,3,0,0,1,2
XM_053630712.1,0,0,0,0,0,0
XM_053630713.1,16,39,22,1,1,4
XM_053630714.1,784,876,389,103,83,118
XM_053630715.1,750,564,494,391,488,433
XM_053630716.1,0,0,0,0,0,0
XM_053630717.1,0,0,0,1,0,0
XM_053630718.1,0,0,0,0,0,0
XM_053630719.1,0,0,0,0,0,0
XM_053630720.1,0,0,0,0,0,0
XM_053630721.1,491,407,262,360,312,279
XM_053630722.1,84,98,29,55,42,45
XM_053630723.1,0,0,0,0,0,0
XM_053630724.1,52,44,38,4,15,5
XM_053630725.1,0,1,0,0,1,0
XM_053630726.1,0,1,4,8,0,3
XM_053630727.1,0,0,0,0,0,0
XM_053630728.1,3,13,1,0,2,0
XM_053630729.1,0,1,0,0,0,0
XM_053630730.1,55,30,29,35,23,32
XM_053630731.1,0,0,0,0,0,0
XM_053630732.1,0,0,0,0,0,0
XM_053630733.1,0,0,0,0,0,0
XM_053630734.1,0,0,0,0,0,0
XM_053630735.1,0,1,4,0,1,0
XM_053630736.1,133,85,30,5,11,9
XM_053630737.1,28,43,21,8,3,1
XM_053630738.1,1,0,2,0,0,0
XM_053630739.1,0,0,0,0,0,0
XM_053630740.1,0,1,0,0,0,0
XM_053630741.1,0,0,0,0,0,0
XM_053630742.1,0,0,0,0,0,0
XM_053630743.1,9,7,9,0,1,0
XM_053630744.1,0,0,0,0,0,0
XM_053630745.1,0,0,0,0,0,0
XM_053630746.1,0,0,0,2,1,0
XM_053630747.1,0,0,0,0,0,0
XM_053630748.1,4,4,4,3,1,2
XM_053630749.1,157,108,76,72,52,39
XM_053630750.1,68,71,31,22,41,20
XM_053630751.1,148,84,86,120,120,117
XM_053630752.1,33,36,24,2,3,4
XM_053630753.1,1,4,7,0,0,0
XM_053630754.1,0,0,0,0,0,0
XM_053630755.1,81,79,51,22,32,18
XM_053630756.1,6,7,10,8,9,11
XM_053630757.1,30,47,38,2,1,2
XM_053630758.1,563,528,445,215,224,244
XM_053630759.1,40,4,2,12,8,14
XM_053630760.1,0,0,1,0,0,0
XM_053630761.1,0,0,6,0,2,2
XM_053630762.1,112,84,75,166,138,282
XM_053630763.1,0,0,0,2,1,4
XM_053630764.1,0,1,1,0,2,0
XM_053630765.1,0,0,0,0,0,0
XM_053630766.1,3,1,1,2,0,0
XM_053630767.1,5310,3061,4183,9755,7637,5465
XM_053630768.1,0,0,0,0,0,0
XM_053630769.1,0,0,0,0,0,0
XM_053630770.1,0,0,0,0,0,0
XM_053630771.1,0,0,0,0,0,0
XM_053630772.1,0,0,0,0,0,0
XM_053630773.1,15,28,27,23,24,18
XM_053630774.1,338,207,204,365,295,274
XM_053630775.1,558,399,497,909,858,996
XM_053630776.1,559,450,545,240,293,243
XM_053630777.1,0,0,0,0,0,0
XM_053630778.1,0,0,0,0,0,0
XM_053630779.1,0,0,0,0,0,0
XM_053630780.1,1,1,0,0,2,1
XM_053630781.1,0,0,0,0,0,0
XM_053630782.1,0,0,0,1,0,0
XM_053630783.1,0,0,0,0,0,0
XM_053630784.1,0,0,0,0,0,0
XM_053630785.1,19,13,11,7,23,19
XM_053630786.1,0,0,0,0,0,0
XM_053630787.1,0,0,1,1,0,3
XM_053630788.1,2896,3111,2739,3316,3402,4189
XM_053630789.1,1908,1627,1777,401,456,365
XM_053630790.1,84,96,75,59,73,50
XM_053630791.1,0,0,0,0,0,0
XM_053630792.1,1,1,6,0,1,2
XM_053630793.1,0,0,0,0,0,0
XM_053630794.1,0,0,0,0,0,0
XM_053630795.1,15,24,25,12,13,8
XM_053630796.1,1,1,0,0,1,0
XM_053630797.1,0,0,0,0,0,0
XM_053630798.1,0,0,0,0,0,0
XM_053630799.1,0,0,0,0,0,0
XM_053630800.1,178,222,192,170,141,144
XM_053630801.1,134,142,145,58,59,62
XM_053630802.1,4,7,2,3,1,3
XM_053630803.1,160,207,163,114,75,183
XM_053630804.1,51,58,86,53,44,81
XM_053630805.1,201,225,216,40,40,48
XM_053630806.1,138,151,127,26,24,25
XM_053630807.1,6,11,14,28,29,26
XM_053630808.1,18,7,11,76,42,79
XM_053630809.1,124,139,145,606,535,807
XM_053630810.1,0,0,0,0,0,0
XM_053630811.1,0,0,0,0,0,0
XM_053630812.1,0,0,0,0,0,0
XM_053630813.1,149,240,153,200,177,209
XM_053630814.1,10,14,7,29,23,29
XM_053630815.1,64,40,60,173,125,166
XM_053630816.1,15,12,22,4,13,21
XM_053630817.1,0,0,0,0,0,0
XM_053630818.1,0,0,0,0,0,0
XM_053630819.1,0,0,0,0,0,0
XM_053630820.1,0,0,0,0,0,0
XM_053630821.1,0,0,0,0,0,0
XM_053630822.1,81,71,64,268,242,312
XM_053630823.1,0,0,0,0,0,0
XM_053630824.1,0,0,0,0,0,0
XM_053630825.1,0,0,0,0,0,0
XM_053630826.1,0,0,0,0,0,0
XM_053630827.1,0,0,0,0,0,0
XM_053630828.1,74,66,106,101,98,251
XM_053630829.1,4,9,7,26,25,43
XM_053630830.1,728,691,530,2957,3039,3683
XM_053630831.1,136,117,81,294,259,335
XM_053630832.1,8,11,13,1,7,5
XM_053630833.1,0,0,0,0,0,0
XM_053630834.1,0,0,0,0,0,0
XM_053630835.1,139,116,92,207,132,178
XM_053630836.1,0,0,0,0,0,0
XM_053630837.1,0,0,0,0,0,0
XM_053630838.1,2,3,5,4,2,0
XM_053630839.1,0,0,0,0,0,0
XM_053630840.1,149,108,128,65,68,71
XM_053630841.1,576,462,421,400,451,396
XM_053630842.1,32,29,28,7,8,2
XM_053630843.1,0,0,0,0,0,0
XM_053630844.1,6,5,1,0,0,1
XM_053630845.1,47,92,193,45,13,31
XM_053630846.1,0,0,0,0,0,0
XM_053630847.1,26,25,23,12,8,13
XM_053630848.1,0,0,0,0,0,0
XM_053630849.1,0,0,0,0,0,0
XM_053630850.1,0,0,0,0,0,0
XM_053630851.1,2,3,2,0,0,0
XM_053630852.1,0,0,0,0,0,0
XM_053630853.1,0,0,0,0,0,0
XM_053630854.1,1,0,0,0,0,0
XM_053630855.1,0,0,0,0,0,0
XM_053630856.1,637,441,420,382,239,279
XM_053630857.1,0,0,0,0,0,0
XM_053630858.1,0,0,0,0,0,0
XM_053630859.1,0,0,0,0,0,0
XM_053630860.1,0,0,0,0,0,0
XM_053630861.1,6,16,1,0,0,0
XM_053630862.1,0,0,0,0,0,0
XM_053630863.1,0,0,0,0,0,0
XM_053630864.1,0,0,0,0,0,0
XM_053630865.1,0,0,0,0,0,0
XM_053630866.1,0,0,0,0,0,0
XM_053630867.1,0,0,0,0,0,0
XM_053630868.1,18,32,25,18,11,26
XM_053630869.1,225,166,122,296,202,334
XM_053630870.1,18,25,11,4,7,10
XM_053630871.1,1065,1111,940,512,504,572
XM_053630872.1,833,735,702,694,792,755
XM_053630873.1,385,385,433,622,591,747
XM_053630874.1,45,19,41,63,77,46
XM_053630875.1,0,0,0,0,0,0
XM_053630876.1,0,0,0,0,0,0
XM_053630877.1,0,0,0,0,0,0
XM_053630878.1,0,0,0,0,0,0
XM_053630879.1,0,0,0,0,0,0
XM_053630880.1,0,0,0,0,0,0
XM_053630881.1,1413,1266,710,771,701,654
XM_053630882.1,443,410,434,551,238,401
XM_053630883.1,0,0,0,0,0,0
XM_053630884.1,0,0,0,0,0,0
XM_053630885.1,0,0,0,0,0,0
XM_053630886.1,0,0,0,0,0,0
XM_053630887.1,0,0,0,0,0,0
XM_053630888.1,0,0,0,0,0,0
XM_053630889.1,0,0,0,0,0,0
XM_053630890.1,35,26,16,17,9,18
XM_053630891.1,627,749,733,141,291,256
XM_053630892.1,0,0,0,0,0,0
XM_053630893.1,0,0,0,0,0,0
XM_053630894.1,13,17,4,12,16,2
XM_053630895.1,2,5,5,0,2,2
XM_053630896.1,0,0,0,0,0,0
XM_053630897.1,9,6,5,2,0,0
XM_053630898.1,0,2,1,0,0,0
XM_053630899.1,0,0,5,0,0,0
XM_053630900.1,34,23,29,22,25,27
XM_053630901.1,78,57,38,592,513,745
XM_053630902.1,0,0,0,0,0,0
XM_053630903.1,0,0,0,0,0,0
XM_053630904.1,0,0,0,0,0,0
XM_053630905.1,0,0,0,0,0,0
XM_053630906.1,0,0,0,0,0,0
XM_053630907.1,0,0,0,0,0,0
XM_053630908.1,0,0,0,0,0,0
XM_053630909.1,1,3,0,0,1,0
XM_053630910.1,0,0,0,0,0,0
XM_053630911.1,0,0,0,0,0,0
XM_053630912.1,0,0,0,0,0,0
XM_053630913.1,11,9,2,13,3,10
XM_053630914.1,0,0,0,0,0,0
XM_053630915.1,118,325,225,12,123,64
XM_053630916.1,131,149,107,132,80,75
XM_053630917.1,13,39,57,5,14,12
XM_053630918.1,0,0,0,0,0,0
XM_053630919.1,0,0,0,0,0,0
XM_053630920.1,0,0,0,0,0,0
XM_053630921.1,0,0,0,0,0,0
XM_053630922.1,37,49,18,17,15,4
XM_053630923.1,1,2,0,0,0,1
XM_053630924.1,49,32,18,213,93,166
XM_053630925.1,349,219,444,636,502,728
XM_053630926.1,4,4,6,9,7,11
XM_053630927.1,3,3,11,3,0,1
XM_053630928.1,42,54,26,19,32,33
XM_053630929.1,0,0,0,0,0,0
XM_053630930.1,0,0,0,0,0,0
XM_053630931.1,0,0,0,0,0,0
XM_053630932.1,0,0,0,0,0,0
XM_053630933.1,0,0,0,0,0,0
XM_053630934.1,0,0,0,0,0,1
XM_053630935.1,117,219,59,15,14,24
XM_053630936.1,241,168,127,138,158,144
XM_053630937.1,0,0,0,0,0,0
XM_053630938.1,1,1,0,2,1,2
XM_053630939.1,0,0,0,0,0,0
XM_053630940.1,0,0,0,0,0,1
XM_053630941.1,0,0,0,0,0,0
XM_053630942.1,0,0,0,0,0,0
XM_053630943.1,0,0,0,0,0,0
XM_053630944.1,8,8,9,58,64,58
XM_053630945.1,0,0,2,0,0,0
XM_053630946.1,51,100,105,33,24,13
XM_053630947.1,344,214,170,159,71,135
XM_053630948.1,0,0,3,0,0,1
XM_053630949.1,0,1,0,0,0,0
XM_053630950.1,0,0,0,0,0,0
XM_053630951.1,1275,995,937,452,521,429
XM_053630952.1,27,32,10,1,3,0
XM_053630953.1,110,103,61,2,17,6
XM_053630954.1,27,17,5,2,2,5
XM_053630955.1,74,144,208,41,48,71
XM_053630956.1,0,0,0,0,0,0
XM_053630957.1,0,0,0,0,0,0
XM_053630958.1,0,3,1,0,0,5
XM_053630959.1,3,1,0,33,36,55
XM_053630960.1,0,0,0,0,0,0
XM_053630961.1,86,127,182,70,60,99
XM_053630962.1,86,97,152,81,55,88
XM_053630963.1,0,0,0,0,0,0
XM_053630964.1,0,0,0,0,0,0
XM_053630965.1,8738,6403,4952,3425,3339,2700
XM_053630966.1,314,212,168,501,431,286
XM_053630967.1,0,0,0,0,0,0
XM_053630968.1,2154,2348,2243,879,915,1077
XM_053630969.1,0,0,0,0,0,0
XM_053630970.1,0,0,0,0,0,0
XM_053630971.1,2,8,6,4,6,2
XM_053630972.1,952,751,784,1180,1006,1343
XM_053630973.1,300,303,266,235,201,277
XM_053630974.1,152,148,141,108,81,106
XM_053630975.1,0,0,0,0,0,0
XM_053630976.1,18,25,20,20,7,11
XM_053630977.1,24,13,12,16,8,8
XM_053630978.1,282,257,138,183,173,137
XM_053630979.1,43,36,13,38,20,25
XM_053630980.1,1349,960,1188,2269,1509,1804
XM_053630981.1,420,483,1090,5462,2929,3095
XM_053630982.1,0,0,0,0,0,0
XM_053630983.1,0,0,0,0,0,0
XM_053630984.1,0,0,0,0,0,0
XM_053630985.1,0,0,0,0,0,0
XM_053630986.1,0,0,0,0,0,0
XM_053630987.1,0,0,0,0,0,0
XM_053630988.1,0,0,0,0,0,0
XM_053630989.1,859,1588,2498,581,398,328
XM_053630990.1,151,112,110,16,10,15
XM_053630991.1,0,0,0,2,2,0
XM_053630992.1,0,0,0,0,0,0
XM_053630993.1,1409,1134,767,1301,817,1033
XM_053630994.1,346,278,195,304,199,338
XM_053630995.1,0,0,0,0,0,0
XM_053630996.1,0,0,0,0,0,0
XM_053630997.1,1,2,4,3,5,1
XM_053630998.1,6,0,0,3,0,2
XM_053630999.1,10,0,2,0,1,2
XM_053631000.1,2,3,0,2,0,0
XM_053631001.1,0,0,0,0,0,0
XM_053631002.1,5,1,1,5,2,5
XM_053631003.1,0,0,0,0,0,0
XM_053631004.1,0,0,0,0,0,0
XM_053631005.1,2,7,0,1,18,4
XM_053631006.1,47,69,55,4,11,5
XM_053631007.1,0,0,0,0,0,0
XM_053631008.1,0,0,0,0,0,0
XM_053631009.1,0,0,0,0,0,0
XM_053631010.1,0,0,0,0,0,0
XM_053631011.1,0,0,0,0,0,0
XM_053631012.1,0,0,0,0,0,0
XM_053631013.1,0,0,0,0,0,0
XM_053631014.1,554,454,441,461,517,603
XM_053631015.1,3,4,3,1,2,0
XM_053631016.1,1,1,1,8,9,15
XM_053631017.1,0,0,0,0,0,0
XM_053631018.1,0,0,0,0,0,0
XM_053631019.1,881,653,696,685,742,682
XM_053631020.1,8,1,6,1,7,8
XM_053631021.1,108,85,76,48,74,32
XM_053631022.1,256,265,183,106,63,62
XM_053631023.1,8,9,13,0,5,5
XM_053631024.1,385,183,286,55,85,75
XM_053631025.1,0,2,3,0,0,0
XM_053631026.1,0,0,0,0,0,0
XM_053631027.1,0,0,0,0,0,0
XM_053631028.1,94,129,176,48,56,96
XM_053631029.1,0,0,0,0,0,0
XM_053631030.1,0,0,0,0,0,0
XM_053631031.1,7,7,3,3,0,1
XM_053631032.1,970,725,640,1118,943,755
XM_053631033.1,95,80,80,79,33,58
XM_053631034.1,0,0,0,0,0,0
XM_053631035.1,6,7,0,8,11,4
XM_053631036.1,0,0,0,2,2,0
XM_053631037.1,56,50,88,33,41,70
XM_053631038.1,3,6,0,0,4,2
XM_053631039.1,261,285,392,112,157,102
XM_053631040.1,0,0,0,0,0,0
XM_053631041.1,0,0,0,0,0,0
XM_053631042.1,0,0,0,0,0,0
XM_053631043.1,0,0,0,0,0,0
XM_053631044.1,0,0,0,0,0,0
XM_053631045.1,943,939,652,694,655,646
XM_053631046.1,0,0,0,0,0,0
XM_053631047.1,11,5,1,0,1,2
XM_053631048.1,0,0,0,0,0,0
XM_053631049.1,470,346,483,333,276,290
XM_053631050.1,311,348,329,220,198,222
XM_053631051.1,26,28,74,48,51,36
XM_053631052.1,237,231,163,1113,653,1253
XM_053631053.1,1,4,1,0,0,1
XM_053631054.1,0,0,0,0,0,0
XM_053631055.1,74,68,56,14,21,18
XM_053631056.1,0,0,0,0,0,0
XM_053631057.1,0,0,0,0,0,0
XM_053631058.1,1,0,3,7,13,19
XM_053631059.1,0,0,0,0,0,0
XM_053631060.1,0,0,0,0,0,0
XM_053631061.1,3,1,0,13,10,19
XM_053631062.1,0,0,0,0,0,0
XM_053631063.1,0,0,0,2,3,2
XM_053631064.1,0,0,0,0,0,0
XM_053631065.1,7,11,9,15,20,26
XM_053631066.1,149,250,130,27,39,15
XM_053631067.1,0,0,0,0,0,0
XM_053631068.1,271,316,122,281,342,237
XM_053631069.1,288,229,234,130,88,82
XM_053631070.1,211,222,229,121,135,131
XM_053631071.1,1432,1411,1010,1009,1102,1298
XM_053631072.1,0,0,0,0,0,0
XM_053631073.1,2,2,6,3,6,10
XM_053631074.1,489,360,449,329,268,255
XM_053631075.1,178,255,131,392,355,503
XM_053631076.1,1025,603,720,1283,854,942
XM_053631077.1,0,0,0,0,0,0
XM_053631078.1,0,0,0,0,0,0
XM_053631079.1,790,828,605,265,272,257
XM_053631080.1,1987,1189,930,1642,1654,1695
XM_053631081.1,343,364,394,1977,1807,2358
XM_053631082.1,0,0,0,0,0,0
XM_053631083.1,0,0,0,0,0,0
XM_053631084.1,185,153,131,106,136,129
XM_053631085.1,48,34,24,39,30,26
XM_053631086.1,0,0,0,0,0,0
XM_053631087.1,0,0,0,0,0,0
XM_053631088.1,0,0,0,0,0,0
XM_053631089.1,1,2,1,9,10,27
XM_053631090.1,0,0,0,0,0,0
XM_053631091.1,2,6,1,2,2,2
XM_053631092.1,0,0,0,2,1,0
XM_053631093.1,0,0,0,0,0,0
XM_053631094.1,0,0,0,0,0,0
XM_053631095.1,0,0,0,0,0,0
XM_053631096.1,0,0,0,0,0,0
XM_053631097.1,0,0,0,0,0,0
XM_053631098.1,47,49,36,19,16,8
XM_053631099.1,20,16,12,11,17,1
XM_053631100.1,746,673,373,643,573,545
XM_053631101.1,201,232,119,55,29,42
XM_053631102.1,259,252,157,54,49,77
XM_053631103.1,0,0,0,0,0,0
XM_053631104.1,0,0,0,0,0,0
XM_053631105.1,0,0,0,0,0,0
XM_053631106.1,0,0,0,0,0,0
XM_053631107.1,892,632,875,779,351,464
XM_053631108.1,0,0,0,0,0,0
XM_053631109.1,57,37,91,3,4,8
XM_053631110.1,278,238,228,283,235,161
XM_053631111.1,1911,2264,1899,1724,1012,1370
XM_053631112.1,0,0,0,0,0,0
XM_053631113.1,0,0,0,0,1,0
XM_053631114.1,0,0,0,0,0,0
XM_053631115.1,0,0,0,0,0,0
XM_053631116.1,0,0,0,0,0,0
XM_053631117.1,0,0,0,0,0,0
XM_053631118.1,19,12,7,2,6,20
XM_053631119.1,1,0,0,0,0,0
XM_053631120.1,702,861,599,327,300,345
XM_053631121.1,26,35,16,4,9,1
XM_053631122.1,0,0,0,2,1,0
XM_053631123.1,1,0,0,0,0,0
XM_053631124.1,6,4,4,6,2,9
XM_053631125.1,11,21,15,16,25,13
XM_053631126.1,0,0,0,0,0,0
XM_053631127.1,0,0,0,0,0,0
XM_053631128.1,0,0,0,0,0,0
XM_053631129.1,0,0,0,0,0,0
XM_053631130.1,138,145,84,111,91,105
XM_053631131.1,0,0,0,0,0,0
XM_053631132.1,0,0,0,0,0,0
XM_053631133.1,17,13,11,52,25,63
XM_053631134.1,7,5,1,190,145,221
XM_053631135.1,95,79,67,45,47,37
XM_053631136.1,168,128,104,28,31,18
XM_053631137.1,21,8,11,17,16,7
XM_053631138.1,6,5,3,1,4,2
XM_053631139.1,9,20,10,5,6,1
XM_053631140.1,26,29,19,41,59,39
XM_053631141.1,15,17,6,54,47,72
XM_053631142.1,718,610,391,522,388,546
XM_053631143.1,0,0,0,0,0,0
XM_053631144.1,27,50,134,40,33,25
XM_053631145.1,384,320,259,105,114,79
XM_053631146.1,1,4,2,17,19,30
XM_053631147.1,64,24,1,298,381,376
XM_053631148.1,16,12,34,40,40,23
XM_053631149.1,0,0,0,0,0,0
XM_053631150.1,0,0,0,0,0,0
XM_053631151.1,0,0,0,0,0,0
XM_053631152.1,0,0,0,0,0,0
XM_053631153.1,0,0,0,0,0,0
XM_053631154.1,0,0,0,0,0,0
XM_053631155.1,0,0,0,0,0,0
XM_053631156.1,101,72,63,77,85,81
XM_053631157.1,483,394,398,636,642,765
XM_053631158.1,136,135,78,78,32,74
XM_053631159.1,0,0,0,0,0,0
XM_053631160.1,0,0,0,0,0,0
XM_053631161.1,0,0,0,0,0,0
XM_053631162.1,0,0,0,0,0,0
XM_053631163.1,1468,1030,906,716,632,579
XM_053631164.1,397,379,295,406,321,399
XM_053631165.1,67,90,41,53,59,75
XM_053631166.1,0,0,0,0,0,0
XM_053631167.1,0,0,0,0,0,0
XM_053631168.1,0,0,0,0,0,0
XM_053631169.1,110,117,140,85,75,69
XM_053631170.1,12,10,21,5,5,6
XM_053631171.1,15,12,19,12,21,14
XM_053631172.1,4,6,7,1,3,7
XM_053631173.1,4,1,7,5,10,14
XM_053631174.1,0,0,0,0,0,0
XM_053631175.1,5,6,2,16,17,29
XM_053631176.1,0,0,0,0,0,0
XM_053631177.1,0,0,0,0,0,0
XM_053631178.1,0,0,0,0,0,0
XM_053631179.1,47,39,76,71,21,33
XM_053631180.1,4,9,9,10,0,0
XM_053631181.1,88,101,65,45,24,23
XM_053631182.1,195,188,167,155,103,142
XM_053631183.1,27,11,11,25,18,27
XM_053631184.1,1,1,2,0,0,0
XM_053631185.1,0,0,0,0,0,0
XM_053631186.1,57,62,81,41,14,22
XM_053631187.1,0,2,1,0,0,0
XM_053631188.1,1,7,0,0,2,0
XM_053631189.1,9,3,9,0,2,0
XM_053631190.1,3,3,22,4,4,5
XM_053631191.1,11,27,19,8,8,2
XM_053631192.1,0,0,0,0,0,0
XM_053631193.1,0,0,0,0,0,0
XM_053631194.1,0,0,0,0,0,0
XM_053631195.1,0,0,0,0,0,0
XM_053631196.1,619,651,312,439,509,391
XM_053631197.1,12,5,21,8,2,11
XM_053631198.1,239,174,148,139,122,125
XM_053631199.1,2826,2047,1768,4070,1738,2915
XM_053631200.1,0,0,0,0,0,0
XM_053631201.1,0,0,0,0,0,0
XM_053631202.1,7,12,0,1,2,6
XM_053631203.1,0,0,0,0,0,0
XM_053631204.1,0,0,0,0,0,0
XM_053631205.1,14,14,5,16,14,5
XM_053631206.1,0,0,0,0,0,0
XM_053631207.1,0,0,0,0,0,0
XM_053631208.1,12,10,15,15,5,9
XM_053631209.1,0,0,0,0,0,0
XM_053631210.1,4,2,2,18,12,20
XM_053631211.1,5,10,0,7,10,15
XM_053631212.1,52,57,33,28,10,27
XM_053631213.1,0,1,0,1,0,0
XM_053631214.1,0,0,0,0,0,0
XM_053631215.1,9,10,13,29,5,19
XM_053631216.1,0,0,0,0,0,0
XM_053631217.1,2,4,0,35,37,77
XM_053631218.1,0,0,0,0,0,0
XM_053631219.1,0,0,0,0,0,0
XM_053631220.1,350,312,208,71,103,94
XM_053631221.1,0,0,0,0,0,0
XM_053631222.1,0,0,0,1,0,0
XM_053631223.1,60,21,14,9,17,6
XM_053631224.1,430,335,344,165,205,177
XM_053631225.1,208,214,152,182,198,209
XM_053631226.1,3,6,1,6,0,3
XM_053631227.1,0,0,0,0,0,0
XM_053631228.1,0,0,0,0,0,0
XM_053631229.1,3,4,4,14,8,7
XM_053631230.1,33,21,32,53,27,41
XM_053631231.1,0,0,0,0,0,0
XM_053631232.1,0,0,0,0,0,0
XM_053631233.1,0,0,0,0,0,0
XM_053631234.1,5,12,2,3,1,4
XM_053631235.1,0,0,0,0,0,0
XM_053631236.1,0,0,0,0,0,0
XM_053631237.1,0,0,0,0,0,0
XM_053631238.1,216,194,118,312,238,249
XM_053631239.1,963,915,682,689,470,671
XM_053631240.1,43,41,28,26,4,12
XM_053631241.1,80,79,55,192,174,176
XM_053631242.1,0,0,3,7,2,0
XM_053631243.1,0,0,0,0,0,0
XM_053631244.1,0,0,0,0,0,0
XM_053631245.1,0,0,0,0,0,0
XM_053631246.1,3,7,12,48,24,30
XM_053631247.1,0,0,0,0,0,0
XM_053631248.1,0,0,0,0,0,0
XM_053631249.1,0,0,0,0,0,0
XM_053631250.1,0,0,0,0,0,0
XM_053631251.1,0,0,0,0,0,0
XM_053631252.1,10,7,5,5,4,2
XM_053631253.1,0,1,0,1,0,0
XM_053631254.1,0,0,0,0,0,0
XM_053631255.1,0,0,0,0,0,0
XM_053631256.1,92,74,54,54,39,45
XM_053631257.1,936,855,723,231,225,219
XM_053631258.1,0,0,0,0,0,0
XM_053631259.1,3,1,0,23,22,24
XM_053631260.1,0,0,0,0,0,0
XM_053631261.1,57,55,48,73,39,39
XM_053631262.1,25,31,7,0,7,7
XM_053631263.1,0,0,0,0,0,0
XM_053631264.1,0,0,0,0,0,0
XM_053631265.1,0,0,0,0,0,0
XM_053631266.1,0,0,0,0,0,0
XM_053631267.1,0,0,0,0,0,0
XM_053631268.1,3,9,6,0,6,3
XM_053631269.1,0,0,0,0,0,0
XM_053631270.1,200,184,155,88,97,89
XM_053631271.1,18,10,23,2,5,5
XM_053631272.1,0,0,0,0,0,2
XM_053631273.1,1525,1078,599,779,830,713
XM_053631274.1,78,70,44,27,15,35
XM_053631275.1,1571,1429,1374,777,861,787
XM_053631276.1,0,0,0,0,0,0
XM_053631277.1,1,4,2,1,2,2
XM_053631278.1,0,0,2,15,9,27
XM_053631279.1,0,0,0,0,0,0
XM_053631280.1,0,0,0,0,0,0
XM_053631281.1,0,0,0,0,0,0
XM_053631282.1,0,0,0,0,0,0
XM_053631283.1,0,0,0,0,0,0
XM_053631284.1,0,0,0,0,0,0
XM_053631285.1,0,0,0,0,0,0
XM_053631286.1,0,0,0,0,0,0
XM_053631287.1,0,6,6,8,4,1
XM_053631288.1,0,0,0,0,0,0
XM_053631289.1,0,0,0,0,0,0
XM_053631290.1,0,0,0,0,0,0
XM_053631291.1,0,0,0,1,3,0
XM_053631292.1,0,0,0,0,0,0
XM_053631293.1,0,0,1,1,0,1
XM_053631294.1,415,271,162,42,97,75
XM_053631295.1,0,1,1,0,1,5
XM_053631296.1,0,0,0,0,2,0
XM_053631297.1,732,756,611,577,586,580
XM_053631298.1,0,0,0,0,0,0
XM_053631299.1,0,0,0,0,0,0
XM_053631300.1,15,27,2,23,36,25
XM_053631301.1,0,0,0,17,9,15
XM_053631302.1,1,4,2,1,2,6
XM_053631303.1,1286,1214,761,486,481,552
XM_053631304.1,26,34,24,50,76,52
XM_053631305.1,48,52,20,56,48,30
XM_053631306.1,25,43,27,16,20,8
XM_053631307.1,1284,1148,1079,1262,950,1415
XM_053631308.1,4,6,1,2,1,0
XM_053631309.1,551,454,360,828,950,812
XM_053631310.1,139,111,93,244,276,194
XM_053631311.1,0,0,1,0,0,0
XM_053631312.1,0,0,0,0,0,0
XM_053631313.1,0,0,0,0,0,0
XM_053631314.1,0,0,0,0,0,0
XM_053631315.1,4,3,2,14,6,13
XM_053631316.1,0,0,0,0,0,0
XM_053631317.1,2371,2293,1600,726,634,611
XM_053631318.1,0,0,0,0,0,0
XM_053631319.1,0,0,0,0,0,0
XM_053631320.1,313,296,252,458,477,460
XM_053631321.1,17,39,20,13,5,10
XM_053631322.1,857,963,766,575,540,871
XM_053631323.1,2286,1766,1440,660,640,579
XM_053631324.1,21,29,28,13,11,34
XM_053631325.1,0,4,1,1,0,1
XM_053631326.1,20,33,32,9,9,10
XM_053631327.1,0,0,4,1,1,0
XM_053631328.1,65,61,21,54,38,66
XM_053631329.1,160,88,44,10,10,11
XM_053631330.1,22,31,18,0,6,0
XM_053631331.1,858,719,843,217,284,224
XM_053631332.1,4,8,3,156,215,271
XM_053631333.1,17,5,4,4,5,1
XM_053631334.1,211,193,223,540,579,450
XM_053631335.1,96,112,82,330,315,338
